,Name,Date,Configuration,Verified,Rating,Heading,Review
165,Amazon Customer,2020-06-11,Fire TV Stick,True,2.0,Hdmi extended cable is very small,"Male to female hdmi extended cable is very very Small after paid 3999 rs.
Price is higher as compare to features."
166,gopal,2020-06-11,Fire TV Stick,True,3.0,"Alexa disappointing, failed in 8 months",Alexa stopped responding 6 months after delivery.
167,Vikas Nikam,2020-06-11,Fire TV Stick,True,5.0,Smart,"Wow.... Purpose Solved.
Day before yesterday I have ordered Google Chromecast...Have cancelled that and Ordered This.
It's fantastic.My decision it right.
Thanks Amazon.
GOOD BYE STB."
168,Bikash,2020-06-11,Fire TV Stick,True,3.0,Dead batteries,Made in China Amazon printed batteries received with the product are not working. Could not believe for some time that the new batteries could be faulty. I think the brand is becoming pedestrian by the day.
169,Shashishekar M S,2020-06-11,Fire TV Stick,True,1.0,Not working after 4oths,Not working after 4 months.
170,Amazon Customer,2020-06-11,Fire TV Stick,True,3.0,Remote power button volume button and mute button not working please help,"Remote volume button, power button mute button not working help"
171,RISHI TIWARI,2020-06-11,Fire TV Stick,True,4.0,Feel like smart tv,"This is a good product to feel like smart tv but the cost, It should be some less overall this product is amazing."
172,Col. R K ANAND,2020-06-11,Fire TV Stick,True,2.0,AAA cells with the fire stick,The AAA cells given with the fire stick are defective..already leaked cells
173,pankaj,2020-06-11,Fire TV Stick,True,4.0,Some buttons are not working in remote.,"Volume up and down buttons are not working , kindly fix it and mute button also not responding."
174,Shashank sharma,2020-06-11,Fire TV Stick,True,5.0,The AAA battery given with remote is not working,The AAA battery given with remote is not working
175,Aslam,2020-06-11,Fire TV Stick,True,4.0,Amazon Prime for free please,Batteries were not working and at least Amazon can give prime video streaming for free very upset with this
176,The Gags Says ...,2020-06-11,Fire TV Stick,True,5.0,Very Nice product,Its a value for money product. Excellent quality and very easy to install.
177,DEVMOHAN GUPTA,2020-06-11,Fire TV Stick,True,1.0,HORRIBLE,"i HAVE COMPLAINED LOT OF TIME.  NO ACTION HAS BEEN TAKEN TILL DATE.
i ASKED FOR REPLACEMENT, BUT NO ACTION.
I ASKED FOR REFUND, BUT NOT ACTION.  NO REPLY"
178,Dhiren,2020-06-11,Fire TV Stick,True,5.0,A very good gr8 product,"This is a great product. We can turn our smart or hd tv to a tv which is like Android. We can download apps, search the net, download games and play and more. It's a great product if you want your time to pass with family. It has screen sharing which is too good. You will need a good wifi for this."
179,isha chauhan,2020-06-11,Fire TV Stick,True,5.0,Good buy,Buying it for second time.. its great
180,Arin,2020-06-11,Fire TV Stick,True,5.0,Works Great!,Nice
181,Mahesh Mahadev Guttedar,2020-06-11,Fire TV Stick,True,5.0,Quality is super,The best product
182,Kankan Banerjee,2020-06-11,Fire TV Stick,True,4.0,I like this,Very good product
183,subhash mahala,2020-06-11,Fire TV Stick,True,5.0,Superb product,Thanks amazon for such a nice product..Support jio tv also
184,shreya sathe,2020-06-11,Fire TV Stick,True,3.0,It's great but only if remote works,Hey the remote doesn't work most of the time
185,meenakshi,2020-06-11,Fire TV Stick,True,1.0,Its stuck and hang,I want to change if possible.. it's not working and we were out of time.
186,SHRAVAN KUMAR,2020-06-11,Fire TV Stick,True,5.0,Worth buy and easier to use. If you good working TV’s just buy this to make your old tv a Smart TV,"Cool product. setup is easier
Makes lcd and led tvs smart if they have hdmi ports."
187,A.venkata krishna,2020-06-11,Fire TV Stick,True,5.0,Very useful,Good streaming experience
188,John,2020-06-10,Fire TV Stick,True,1.0,Defective,"Received defective TV Stick which was not working. Had returned after multiple calls with customer care who had kept ""Return from customer end""."
189,Hardik,2020-06-10,Fire TV Stick,False,5.0,Worth the price!,"Amazing buy for the price. Just can’t reduce the quality of the video on apps like Netflix and Prime, which in-turn consumes a lot of data."
190,ruma chakraborty,2020-06-10,Fire TV Stick,True,5.0,Fire stick,Thus product is awesome ... It has made my basic led tv into a smart TV... I am so happy to have this
191,Gautam,2020-06-10,Fire TV Stick,True,1.0,Poor quality,Streaming quality is bad and the battery life is very poor drains even in a day at times.
192,Suryaa,2020-06-10,Fire TV Stick,True,5.0,Good,Very good
193,Rajesh Ajmera,2020-06-10,Fire TV Stick,True,4.0,Received Firestick of 9 months old Manufacturing date.,"Product is good and user friendly. However, the pair of AAA+ battery received from Amazon is not working. The Mfg date is 9 months old."
194,SS,2020-06-10,Fire TV Stick,True,2.0,Remote of fire tv stick,Remote gets stuck while operating.
195,DANNANA C.,2020-06-10,Fire TV Stick,True,5.0,AMAZING PRODUCT,NICE
196,Nitin,2020-06-10,Fire TV Stick,True,1.0,Zero service till now,"Ur device isn’t working , i want replacement for this device but how can i cantact ur customer care plz cal me on my alternate no 8708310432"
197,ravjeet s.,2020-06-10,Fire TV Stick,True,4.0,Faulty batteries,Remote cells were not working
198,Amazon Customer,2020-06-10,Fire TV Stick,False,1.0,"Even after the lock down is lifted, Amazon lists this item as non deliverable","While the basic version is stated as non deliverable to certain pincode, the combo fire stick, wipro smart bulb and echo dot is deliverable to the same pin code. how come?"
199,Bharat C Patel,2020-06-10,Fire TV Stick,True,5.0,Overall very good product,Overall very good product
200,Rohit Sharma,2020-06-10,Fire TV Stick,True,5.0,Turned my normal TV into a smart TV in just 4000 rupees.,"Amazing product, offers a huge array of streaming services in HD quality. Can turn a simple TV into a smart TV in just 4000 rupees, can't get better than this. A smart TV would have costed me 80000 rupees, but I made my normal LED TV smart by using the Amazon Fire TV stick."
201,Mithun M,2020-06-10,Fire TV Stick,True,5.0,Fire’s up the TV,It’s has got everything that’s needed in terms of entertainment.. makes your dumb tv Smart  .. easy to use .. no complaints .. except it needs external power source .. had it been not there it would have been a perfect one ..btw the battery that came with the product was not functional so I had to order new that’s the only complain I have
202,Harsh Kumar Chopra,2020-06-10,Fire TV Stick,True,5.0,Good product,Can give simple step by step instructions..
203,Kennyp1110,2020-06-10,Fire TV Stick,True,5.0,Very good product,"I have 3 of these to stream Netflix, Hotstar, Youtube etc.  Pleaseake sure you have a good internet connection and a subscription for Netflix and Hotstar.
It a product worth investing in rather than getting a smart TV."
204,Sahil Chahal,2020-06-10,Fire TV Stick,True,4.0,Faulty battery,Battery that came with it where old they didn't even worked
205,M,2020-06-10,Fire TV Stick,True,2.0,Complete Fire TV Stick not received.,"I had returned defective Fire TV Stick including Remote Control, Charger and Extender but I received only Fire Stick.
  Remote Control, Power Charger and Extender is not received in the pack without which TV Stick can not be used."
206,Aamer,2020-06-10,Fire TV Stick,True,1.0,Volume and power button issue,The volume and power button is not working in my VU TV.
207,Dr Amit yadav,2020-06-10,Fire TV Stick,True,5.0,Nice,Great
208,Guru Sehgal,2020-06-10,Fire TV Stick,True,1.0,"Very slow , doesn’t load the content . Don't buy","My smart tv works way better than this , please don’t buy this ..there are alot of options in the market , never had any problem with apple tv . But this never loads and lags a lot , ive changed mine to apple tv and am the happiest"
209,Pooja,2020-06-10,Fire TV Stick,True,5.0,Excellent product,A nice product every one use this product
210,Subhankar Majumder,2020-06-10,Fire TV Stick,True,5.0,awesome product,awesome product
211,Kaushik Saha,2020-06-10,Fire TV Stick,True,5.0,Good,Good
212,Astik,2020-06-10,Fire TV Stick,True,5.0,Great,Great
213,k surya Prakash Rao,2020-06-09,Fire TV Stick,True,5.0,Beautiful,Execellent
214,Pankaj,2020-06-09,Fire TV Stick,True,1.0,Remote not working,Remote not operate properly and some keys not in operation
215,Amazon Customer,2020-06-09,Fire TV Stick,True,2.0,Average,Batteries are not working.. delivered out of warranty batteeries.
216,Venkatesh,2020-06-09,Fire TV Stick,True,5.0,Satisfied with the product,"Very good, but voice recognition is not that perfect.."
217,Ayush Jain,2020-06-09,Fire TV Stick,True,5.0,Wonderful product,It can simply convert your Non smart TV to Smart TV. You can access all streaming platforms through this.
218,Sumit sonawane,2020-06-09,Fire TV Stick,True,3.0,Convenient but Ok,"It's good but then my opinion is that it's a bit slow you can buy it but then the speed is too slow the voice recognition is also ok
Now it's on you if you want to buy it"
219,Prince Sharma,2020-06-09,Fire TV Stick,True,5.0,Awesome Fire TV Stick with discharged batteries,"The fire tv stick is awesome everyone knows it. Just a strange thing happen, the batteries for the remote are discharged. Not able to sync the remote with the Amazon batteries."
220,Arunaditya singha,2020-06-09,Fire TV Stick,True,4.0,Alexa voice remote problems.,"This Alexa Voice remote are not working, So what could i do this remote. Can you replace this item."
221,sridhar,2020-06-09,Fire TV Stick,True,5.0,Not required if the TV is already smart,Sometimes Alexa is not recognized with the device. We have to power off it and then alexa recognizes
222,vishal sharma,2020-06-09,Fire TV Stick,True,5.0,Perfect product,Love everything about this product...worth the money.
223,jasmeet singh,2020-06-09,Fire TV Stick,True,5.0,Good,I tried to configure the remote with fire tv stick but it was not working. After 15-20 mins I found out that the AAA cells provided with the fire tv St ick was not working. Then when I changed the cells it configured and started working.
224,Tushar D.,2020-06-09,Fire TV Stick,True,5.0,Perfect,"It comes with one issue though.
Volume and back Button does not work which can be rectified by troubleshooting methods which you will have to look for on yotube.
everything is superb except this above problem ."
225,legin alex,2020-06-09,Fire TV Stick,True,4.0,If you want normal tv into smart tv buy this product....,The app response speed is slow.
226,Raviraj,2020-06-09,Fire TV Stick,True,4.0,Dead batteries,Remote control Provided with dead batteries
227,Sureshkumar,2020-06-09,Fire TV Stick,True,5.0,Awesome,Awesome
228,SURAJ WAGH,2020-06-09,Fire TV Stick,True,5.0,Nice product,Good quality
229,Aman Mittal,2020-06-09,Fire TV Stick,True,1.0,Fire Sticks Amazon,"Loose at HDMI port, connectivity issues, remote connectivity issues."
230,Ramesh Kale,2020-06-09,Fire TV Stick,True,5.0,Very good product for non smart TV,"Value for money, difference of value between normal TV and smart TV"
231,Sunilvellody,2020-06-09,Fire TV Stick,True,4.0,battery life of the remote,battery drains fast very fast i should say other ways its a good product i am using old model remote without power button maybe that is the reason
232,vikrant Parkar,2020-06-09,Fire TV Stick,True,1.0,It’s always getting restart,My prime stick is not working. It’s always getting restarts.
233,Amazon Customer,2020-06-09,Fire TV Stick,True,5.0,FIRE stick batteries receives in Dead Condition,Activation time taken was longer as the battery received with Fire Stick was dead and we placed new batteries to start the remote. So need to check your battery quality.
234,Babu George,2020-06-09,Fire TV Stick,True,5.0,Improved product,As usual very good product. Remote has been upgraded with TV Power and volume controls! Thought out well!
235,Thilak,2020-06-09,Fire TV Stick,True,2.0,Great platform but unstable device.,It does provide a great platform to stream OTT content but the device itself is very unstable. It keeps losing wifi connection and the remote at times stops working.
236,harshit,2020-06-09,Fire TV Stick,True,5.0,The customer care representative was a huge disappointment,I had called the customer service for some query and the customer care rep cancelled my order without even seeking my permission. He had a very fake and thick accent and I couldn't understand him and he was rude on top of that.
